Repository Name,Repository URL,Default Branch,Star Count,Description,Update_date
sdlpal,https://github.com/sdlpal/sdlpal,master,1643,SDL-based reimplementation of the classic Chinese-language RPG known as PAL.,2023-11-21T06:29:21Z
espeak-ng,https://github.com/espeak-ng/espeak-ng,master,2466,eSpeak NG is an open source speech synthesizer that supports more than hundred languages and accents.,2023-11-22T08:44:40Z
sslsplit,https://github.com/droe/sslsplit,develop,1675,Transparent SSL/TLS interception,2023-11-17T11:28:55Z
qemu-t8030,https://github.com/TrungNguyen1909/qemu-t8030,master,1830,iPhone 11 emulated on QEMU,2023-11-17T05:11:42Z
AndroidUSBCamera,https://github.com/jiangdongguo/AndroidUSBCamera,master,1977,"🔥🔥🔥Flexible and useful UVC camera engine on Android platform, supporting multi-road cameras!",2023-11-22T09:29:41Z
xemu,https://github.com/mborgerson/xemu,master,2103,"Original Xbox Emulator for Windows, macOS, and Linux (Active Development)",2023-11-22T00:53:28Z
sqlean,https://github.com/nalgeon/sqlean,main,3156,The ultimate set of SQLite extensions,2023-11-19T11:21:46Z
strongswan,https://github.com/strongswan/strongswan,master,1921,strongSwan - IPsec-based VPN,2023-11-21T13:30:06Z
profilo,https://github.com/facebookincubator/profilo,main,1576,A library for performance traces from production.,2023-11-09T10:44:39Z
osmc,https://github.com/osmc/osmc,master,1587,OSMC (Open Source Media Center) is a free and open source media center distribution,2023-11-20T13:03:56Z
awk,https://github.com/onetrueawk/awk,master,1815,One true awk,2023-11-22T08:57:30Z
send-my,https://github.com/positive-security/send-my,main,1723,Upload arbitrary data via Apple's Find My network.,2023-11-22T01:31:08Z
sod,https://github.com/symisc/sod,master,1688,An Embedded Computer Vision & Machine Learning Library (CPU Optimized & IoT Capable),2023-11-15T16:27:21Z
xdp-tutorial,https://github.com/xdp-project/xdp-tutorial,master,2051,XDP tutorial,2023-11-22T10:05:08Z
post-exploitation,https://github.com/mubix/post-exploitation,master,1542,Post Exploitation Collection,2023-11-22T05:20:17Z
bottledwater-pg,https://github.com/confluentinc/bottledwater-pg,master,1520,Change data capture from PostgreSQL into Kafka,2023-11-15T04:34:10Z
py-webrtcvad,https://github.com/wiseman/py-webrtcvad,master,1768,Python interface to the WebRTC Voice Activity Detector ,2023-11-22T05:13:51Z
rediSQL,https://github.com/RedBeardLab/rediSQL,master,1542,Redis module that provides a completely functional SQL database,2023-11-14T02:15:44Z
cglm,https://github.com/recp/cglm,master,1887,📽 Highly Optimized Graphics Math (glm) for C,2023-11-20T14:53:35Z
shc,https://github.com/neurobin/shc,master,1799,Shell script compiler,2023-11-21T01:20:07Z
Shipwright,https://github.com/HarbourMasters/Shipwright,develop,2272,,2023-11-21T19:17:16Z
quiet,https://github.com/quiet/quiet,master,1552,Transmit data with sound. Includes binaries for soundcards and .wav files.,2023-10-30T22:15:16Z
vlfeat,https://github.com/vlfeat/vlfeat,master,1552,An open library of computer vision algorithms,2023-11-16T12:33:48Z
ESP8266Audio,https://github.com/earlephilhower/ESP8266Audio,master,1802,"Arduino library to play MOD, WAV, FLAC, MIDI, RTTTL, MP3, and AAC files on I2S DACs or with a software emulated delta-sigma DAC on the ESP8266 and ESP32",2023-11-22T06:54:59Z
CrossC2,https://github.com/gloxec/CrossC2,cs4.1,1975,generate CobaltStrike's cross-platform payload,2023-11-22T07:19:36Z
Keylogger,https://github.com/GiacomoLaw/Keylogger,master,1818,"A simple keylogger for Windows, Linux and Mac",2023-11-20T04:06:26Z
threadx,https://github.com/azure-rtos/threadx,master,1829,Azure RTOS ThreadX is an advanced real-time operating system (RTOS) designed specifically for deeply embedded applications.,2023-11-22T10:44:34Z
riscv-isa-sim,https://github.com/riscv-software-src/riscv-isa-sim,master,1975,"Spike, a RISC-V ISA Simulator",2023-11-21T10:55:38Z
bypass,https://github.com/Uncodin/bypass,master,1496,"Skip the HTML, Bypass takes markdown and renders it directly on Android and iOS.",2023-11-04T02:46:16Z
rtl8812au,https://github.com/gnab/rtl8812au,master,1621,Realtek 802.11n WLAN Adapter Linux driver,2023-11-10T12:21:21Z
owntone-server,https://github.com/owntone/owntone-server,master,1834,"Linux/FreeBSD DAAP (iTunes) and MPD media server with support for AirPlay 1 and 2 speakers (multiroom), Apple Remote (and compatibles), Chromecast, Spotify and internet radio.",2023-11-22T08:16:32Z
pico-examples,https://github.com/raspberrypi/pico-examples,master,2266,,2023-11-21T21:16:30Z
hcxtools,https://github.com/ZerBea/hcxtools,master,1768,"Portable (that doesn't include proprietary/commercial operating systems) solution for conversion of cap/pcap/pcapng (gz compressed) WiFi dump files to hashcat formats (recommended by hashcat) and to John the Ripper formats. hcx: h = hash, c = convert and calculate candidates, x = different hashtypes",2023-11-21T18:22:44Z
perf-map-agent,https://github.com/jvm-profiling-tools/perf-map-agent,master,1592,A java agent to generate method mappings to use with the linux `perf` tool,2023-11-22T01:57:11Z
arm-trusted-firmware,https://github.com/ARM-software/arm-trusted-firmware,master,1723,Read-only mirror of Trusted Firmware-A,2023-11-22T08:20:09Z
quibble,https://github.com/maharmstone/quibble,master,1916,Quibble - the custom Windows bootloader,2023-11-20T16:32:55Z
vimcdoc,https://github.com/yianwillis/vimcdoc,master,1778,Vim 中文文档计划,2023-11-20T19:59:55Z
bsdiff,https://github.com/mendsley/bsdiff,master,1716,bsdiff and bspatch are libraries for building and applying patches to binary files.,2023-11-21T14:30:59Z
nuklear,https://github.com/golang-ui/nuklear,master,1548,This project provides Go bindings for nuklear.h — a small ANSI C GUI library.,2023-11-21T17:53:43Z
bluepy,https://github.com/IanHarvey/bluepy,master,1553,Python interface to Bluetooth LE on Linux,2023-11-15T18:54:23Z
liquid-dsp,https://github.com/jgaeddert/liquid-dsp,master,1712,digital signal processing library for software-defined radios,2023-11-21T12:26:55Z
OpenDUNE,https://github.com/OpenDUNE/OpenDUNE,master,1524,"DUNE, REINVENTED",2023-11-13T06:35:20Z
winscp,https://github.com/winscp/winscp,master,2109,"WinSCP is a popular free SFTP and FTP client for Windows, a powerful file manager that will improve your productivity. It supports also Amazon S3, FTPS, SCP and WebDAV protocols. Power users can automate WinSCP using .NET assembly.",2023-11-21T13:12:07Z
allegro5,https://github.com/liballeg/allegro5,master,1693,The official Allegro 5 git repository. Pull requests welcome!,2023-11-19T17:42:23Z
jailhouse,https://github.com/siemens/jailhouse,master,1627,Linux-based partitioning hypervisor,2023-11-21T15:08:58Z
jit-tutorial,https://github.com/spencertipping/jit-tutorial,master,1619,How to write a very simple JIT compiler,2023-11-22T04:01:11Z
pipewire,https://github.com/PipeWire/pipewire,master,1667,Mirror of the PipeWire repository (see https://gitlab.freedesktop.org/pipewire/pipewire/),2023-11-18T16:44:40Z
paho.mqtt.c,https://github.com/eclipse/paho.mqtt.c,master,1746,"An Eclipse Paho C client library for MQTT for Windows, Linux and MacOS. API documentation: https://eclipse.github.io/paho.mqtt.c/",2023-11-21T06:03:07Z
crypto-algorithms,https://github.com/B-Con/crypto-algorithms,master,1636,"Basic implementations of standard cryptography algorithms, like AES and SHA-1.",2023-11-22T07:53:36Z
smartos-live,https://github.com/TritonDataCenter/smartos-live,master,1524,"For more information, please see http://smartos.org/  For any questions that aren't answered there, please join the SmartOS discussion list: https://smartos.topicbox.com/groups/smartos-discuss",2023-11-19T12:23:07Z
rtl8188eu,https://github.com/lwfinger/rtl8188eu,master,1599,Repository for stand-alone RTL8188EU driver.,2023-11-20T09:04:18Z
mako,https://github.com/emersion/mako,master,1807,A lightweight Wayland notification daemon,2023-11-21T13:57:23Z
ruby-packer,https://github.com/pmq20/ruby-packer,master,1542,Packing your Ruby application into a single executable.,2023-11-10T19:24:27Z
libucl,https://github.com/vstakhov/libucl,master,1564,Universal configuration library parser,2023-11-21T07:28:13Z
SimpleVisor,https://github.com/ionescu007/SimpleVisor,master,1597,"SimpleVisor is a simple, portable, Intel VT-x hypervisor with two specific goals: using the least amount of assembly code (10 lines), and having the smallest amount of VMX-related code to support dynamic hyperjacking and unhyperjacking (that is, virtualizing the host state from within the host). It works on Windows and UEFI.",2023-11-20T14:45:27Z
smarchWatch_Public,https://github.com/S-March/smarchWatch_Public,master,1502,,2023-11-19T17:36:52Z
word2vec,https://github.com/dav/word2vec,master,1551,This tool provides an efficient implementation of the continuous bag-of-words and skip-gram architectures for computing vector representations of words. These representations can be subsequently used in many natural language processing applications and for further research. ,2023-11-22T01:59:21Z
Configurations,https://github.com/MarlinFirmware/Configurations,import-2.1.x,1828,Configurations for Marlin Firmware,2023-11-22T01:38:59Z
yank,https://github.com/mptre/yank,master,1562,Yank terminal output to clipboard,2023-11-18T23:56:13Z
bar,https://github.com/LemonBoy/bar,master,1579,"A featherweight, lemon-scented, bar based on xcb",2023-11-22T01:56:09Z
pslab-bootloader,https://github.com/fossasia/pslab-bootloader,main,1449,PSLab Bootloader https://pslab.io,2023-11-20T19:50:04Z
ssh-mitm,https://github.com/jtesta/ssh-mitm,master,1560,SSH man-in-the-middle tool,2023-11-20T09:36:39Z
ShadowVPN,https://github.com/clowwindy/ShadowVPN,rm,1466,Removed according to regulations.,2023-11-18T14:56:56Z
QNNPACK,https://github.com/pytorch/QNNPACK,master,1495,Quantized Neural Network PACKage - mobile-optimized implementation of quantized neural network operators,2023-11-10T08:25:08Z
pygit2,https://github.com/libgit2/pygit2,master,1533,Python bindings for libgit2,2023-11-21T14:19:15Z
C-Thread-Pool,https://github.com/Pithikos/C-Thread-Pool,master,1840,A minimal but powerful thread pool in ANSI C,2023-11-22T09:06:03Z
cpulimit,https://github.com/opsengine/cpulimit,master,1605,CPU usage limiter for Linux,2023-11-20T04:59:18Z
ucore,https://github.com/kiukotsu/ucore,master,1858,清华大学操作系统课程实验 (OS Kernel Labs),2023-11-22T07:37:03Z
freetype-gl,https://github.com/rougier/freetype-gl,master,1554,"OpenGL text using one vertex buffer, one texture and FreeType",2023-11-15T01:00:03Z
yajl-ruby,https://github.com/brianmario/yajl-ruby,master,1471,A streaming JSON parsing and encoding library for Ruby (C bindings to yajl),2023-11-22T09:24:38Z
google-authenticator-libpam,https://github.com/google/google-authenticator-libpam,master,1611,,2023-11-22T02:21:06Z
micronucleus,https://github.com/micronucleus/micronucleus,master,1597,ATTiny usb bootloader with a strong emphasis on bootloader compactness.,2023-11-20T10:17:00Z
chocolate-doom,https://github.com/chocolate-doom/chocolate-doom,master,1682,Chocolate Doom is a Doom source port that is minimalist and historically accurate.,2023-11-22T02:02:45Z
st,https://github.com/LukeSmithxyz/st,master,1574,Luke's fork of the suckless simple terminal (st) with vim bindings and Xresource compatibility.,2023-11-21T21:24:53Z
bundler_sfm,https://github.com/snavely/bundler_sfm,master,1502,Bundler Structure from Motion Toolkit,2023-11-21T08:24:30Z
igraph,https://github.com/igraph/igraph,master,1608,Library for the analysis of networks,2023-11-16T18:48:20Z
wifi-arsenal,https://github.com/0x90/wifi-arsenal,master,1715,WiFi arsenal,2023-11-20T09:03:20Z
esp-open-rtos,https://github.com/SuperHouse/esp-open-rtos,master,1499,Open source FreeRTOS-based ESP8266 software framework,2023-11-20T14:53:42Z
ChameleonMini,https://github.com/emsec/ChameleonMini,master,1631,The ChameleonMini is a versatile contactless smartcard emulator compliant to NFC. The ChameleonMini was developed by https://kasper-oswald.de.  The device is available at https://shop.kasper.it. For further information see the Getting Started Page https://rawgit.com/emsec/ChameleonMini/master/Doc/Doxygen/html/_page__getting_started.html or the Wiki tab above.,2023-11-21T14:22:58Z
wt,https://github.com/emweb/wt,master,1574,"Wt, C++ Web Toolkit",2023-11-22T05:37:51Z
hollows_hunter,https://github.com/hasherezade/hollows_hunter,master,1754,"Scans all running processes. Recognizes and dumps a variety of potentially malicious implants (replaced/implanted PEs, shellcodes, hooks, in-memory patches).",2023-11-21T16:23:27Z
iphone-private-frameworks,https://github.com/kennytm/iphone-private-frameworks,deprecated,1453,Headers for private frameworks or undocumented interfaces of iPhoneOS 3.x or before (4.x is not supported yet).,2023-11-06T18:11:23Z
headers-more-nginx-module,https://github.com/openresty/headers-more-nginx-module,master,1563,"Set, add, and clear arbitrary output headers in NGINX http servers",2023-11-21T07:38:32Z
pg_repack,https://github.com/reorg/pg_repack,master,1646,Reorganize tables in PostgreSQL databases with minimal locks,2023-11-21T12:21:23Z
sigar,https://github.com/hyperic/sigar,master,1485,System Information Gatherer And Reporter,2023-11-22T02:25:03Z
elk,https://github.com/cesanta/elk,master,1533,A low footprint JavaScript engine for embedded systems,2023-11-20T13:21:26Z
bldc,https://github.com/vedderb/bldc,master,1833,The VESC motor control firmware,2023-11-21T12:02:44Z
litehtml,https://github.com/litehtml/litehtml,master,1669,Fast and lightweight HTML/CSS rendering engine,2023-11-20T18:06:53Z
stud,https://github.com/bumptech/stud,master,1426,The Scalable TLS Unwrapping Daemon,2023-11-09T17:44:40Z
zipline,https://github.com/cashapp/zipline,trunk,1810,Run Kotlin/JS libraries in Kotlin/JVM and Kotlin/Native programs,2023-11-22T06:20:37Z
ebpf_exporter,https://github.com/cloudflare/ebpf_exporter,master,1812,Prometheus exporter for custom eBPF metrics,2023-11-22T02:51:00Z
ret-sync,https://github.com/bootleg/ret-sync,master,1779,ret-sync is a set of plugins that helps to synchronize a debugging session (WinDbg/GDB/LLDB/OllyDbg2/x64dbg) with IDA/Ghidra/Binary Ninja disassemblers.,2023-11-21T10:17:16Z
linux-wifi-hotspot,https://github.com/lakinduakash/linux-wifi-hotspot,master,2492,Feature-rich wifi hotspot creator for Linux which provides both GUI and command-line interface. It is also able to create a hotspot using the same wifi card which is connected to an AP already ( Similar to Windows 10). ,2023-11-22T08:57:42Z
reaver-wps-fork-t6x,https://github.com/t6x/reaver-wps-fork-t6x,master,1569,,2023-11-21T20:48:13Z
Nintendont,https://github.com/FIX94/Nintendont,master,1695,A Wii Homebrew Project to play GC Games on Wii and vWii on Wii U,2023-11-20T09:12:42Z
lovr,https://github.com/bjornbytes/lovr,dev,1597,Lua Virtual Reality Framework,2023-11-20T01:59:36Z
org.quietmodem.Quiet,https://github.com/quiet/org.quietmodem.Quiet,master,1427,Quiet for Android - TCP over sound,2023-10-13T12:56:05Z
yar,https://github.com/laruence/yar,master,1425,"Light, concurrent RPC framework for PHP & C",2023-10-24T07:01:43Z
proot,https://github.com/proot-me/proot,master,1727,"chroot, mount --bind, and binfmt_misc without privilege/setup for Linux",2023-11-21T13:23:09Z
gstreamer,https://github.com/GStreamer/gstreamer,main,1896,GStreamer open-source multimedia framework,2023-11-22T03:47:28Z
TitanHide,https://github.com/mrexodia/TitanHide,master,1810,Hiding kernel-driver for x86/x64.,2023-11-20T15:15:01Z
preeny,https://github.com/zardus/preeny,master,1496,Some helpful preload libraries for pwning stuff.,2023-11-21T06:39:23Z
harvey,https://github.com/Harvey-OS/harvey,main,1427,A distributed operating system,2023-11-09T13:20:27Z
lua,https://github.com/LuaDist/lua,lua-5.1,1427,The Lua programming language with CMake based build,2023-11-21T23:48:32Z
word2vec,https://github.com/tmikolov/word2vec,master,1483,Automatically exported from code.google.com/p/word2vec,2023-11-20T06:56:22Z
meinheld,https://github.com/mopemope/meinheld,master,1444,Meinheld is a high performance asynchronous WSGI Web Server (based on picoev),2023-11-19T22:37:37Z
Knot,https://github.com/Lojii/Knot,master,1680,一款iOS端基于MITM(中间人攻击技术)实现的HTTPS抓包工具，完整的App，核心代码使用SwiftNIO实现,2023-11-20T06:00:35Z
Chinese-uvbook,https://github.com/luohaha/Chinese-uvbook,master,1482,翻译的libuv的中文教程,2023-11-03T17:12:01Z
rmlint,https://github.com/sahib/rmlint,master,1672,Extremely fast tool to remove duplicates and other lint from your filesystem,2023-11-21T21:34:13Z
python-midi,https://github.com/vishnubob/python-midi,master,1472,Python MIDI library,2023-11-21T16:54:54Z
shockmac,https://github.com/NightDive-Studio/shockmac,master,1426,System Shock (PowerMac version / Official GPL Release),2023-11-21T14:55:18Z
snapraid,https://github.com/amadvance/snapraid,master,1693,A backup program for disk arrays. It stores parity information of your data and it recovers from up to six disk failures,2023-11-21T22:45:38Z
vkQuake,https://github.com/Novum/vkQuake,master,1602,Vulkan Quake port based on QuakeSpasm,2023-11-21T10:55:41Z
mintty,https://github.com/mintty/mintty,master,1522,"The Cygwin Terminal – terminal emulator for Cygwin, MSYS, and WSL",2023-11-21T08:52:36Z
LuaBridge,https://github.com/vinniefalco/LuaBridge,master,1542,"A lightweight, dependency-free library for binding Lua to C++",2023-11-15T15:52:09Z
circle,https://github.com/rsta2/circle,master,1634,A C++ bare metal environment for Raspberry Pi with USB (32 and 64 bit),2023-11-21T08:35:02Z
soloud,https://github.com/jarikomppa/soloud,master,1581,"Free, easy, portable audio engine for games",2023-11-21T20:29:26Z
blis,https://github.com/flame/blis,master,1712,BLAS-like Library Instantiation Software Framework,2023-11-21T06:26:15Z
LiME,https://github.com/504ensicsLabs/LiME,master,1571,"LiME (formerly DMD) is a Loadable Kernel Module (LKM), which allows the acquisition of volatile memory from Linux and Linux-based devices, such as those powered by Android. The tool supports acquiring memory either to the file system of the device or over the network. LiME is unique in that it is the first tool that allows full memory captures from Android devices. It also minimizes its interaction between user and kernel space processes during acquisition, which allows it to produce memory captures that are more forensically sound than those of other tools designed for Linux memory acquisition.",2023-11-21T13:21:32Z
pocketlang,https://github.com/ThakeeNathees/pocketlang,master,1473,"A lightweight, fast embeddable scripting language.",2023-11-22T08:40:09Z
iPlug2,https://github.com/iPlug2/iPlug2,master,1695,"C++ Audio Plug-in Framework for desktop, mobile and web",2023-11-22T06:27:45Z
HashCheck,https://github.com/gurnec/HashCheck,master,1625,"HashCheck Shell Extension for Windows with added SHA2, SHA3, and multithreading; originally from code.kliu.org",2023-11-19T13:18:00Z
cmark,https://github.com/commonmark/cmark,master,1505,CommonMark parsing and rendering library and program in C,2023-11-20T03:13:00Z
Guitar,https://github.com/soramimi/Guitar,master,1499,Git GUI Client,2023-11-21T03:13:43Z
far2l,https://github.com/elfmz/far2l,master,1591,Linux port of FAR v2,2023-11-17T00:50:32Z
CPU-X,https://github.com/X0rg/CPU-X,master,1773,"CPU-X is a Free software that gathers information on CPU, motherboard and more",2023-11-21T19:45:26Z
emacs-libvterm,https://github.com/akermu/emacs-libvterm,master,1579,Emacs libvterm integration,2023-11-21T08:02:35Z
OpenAppFilter,https://github.com/destan19/OpenAppFilter,master,1618,"OAF is a parental control plug-in based on OpenWrt, which supports app filtering for games, videos, chats, downloads, such as Tiktok, Youtube, Telegram,etc.",2023-11-22T10:10:17Z
moonlight-embedded,https://github.com/moonlight-stream/moonlight-embedded,master,1434,Gamestream client for embedded systems,2023-11-22T04:39:25Z
Ditto,https://github.com/sabrogden/Ditto,master,2398,Ditto is an extension to the Windows Clipboard. You copy something to the Clipboard and Ditto takes what you copied and stores it in a database to retrieve at a later time.,2023-11-22T09:14:23Z
FastestWebsiteEver,https://github.com/diracdeltas/FastestWebsiteEver,master,1385,ultrafast single TCP packet audio/visual experience,2023-11-21T09:44:56Z
box64,https://github.com/ptitSeb/box64,main,2555,"Box64 - Linux Userspace x86_64 Emulator with a twist, targeted at ARM64 Linux devices",2023-11-20T17:04:01Z
Open.HD,https://github.com/OpenHD/Open.HD,2.5-evo,1658,OpenHD,2023-11-22T03:09:39Z
php-spx,https://github.com/NoiseByNorthwest/php-spx,master,1725,A simple & straight-to-the-point PHP profiling extension with its built-in web UI,2023-11-22T08:02:30Z
plan9port,https://github.com/9fans/plan9port,master,1516,Plan 9 from User Space,2023-11-21T22:05:14Z
libsignal-protocol-c,https://github.com/signalapp/libsignal-protocol-c,master,1406,,2023-11-09T03:04:38Z
StarRuler2-Source,https://github.com/BlindMindStudios/StarRuler2-Source,master,1425,4X Space Strategy game Star Ruler 2's open source distribution.,2023-11-22T03:49:49Z
deadbeef,https://github.com/DeaDBeeF-Player/deadbeef,master,1507,DeaDBeeF Player,2023-11-20T02:09:15Z
greatest,https://github.com/silentbicycle/greatest,release,1441,"A C testing library in 1 file. No dependencies, no dynamic allocation. ISC licensed.",2023-11-13T22:40:06Z
nlopt,https://github.com/stevengj/nlopt,master,1634,"library for nonlinear optimization, wrapping many algorithms for global and local, constrained or unconstrained, optimization",2023-11-21T05:17:51Z
insert_dylib,https://github.com/tyilo/insert_dylib,master,1564,Command line utility for inserting a dylib load command into a Mach-O binary,2023-11-14T10:59:27Z
minivm,https://github.com/FastVM/minivm,main,1526,A VM That is Dynamic and Fast,2023-11-19T02:17:49Z
libevent_obsolete,https://github.com/nmathewson/libevent_obsolete,master,1356,Nick's public libevent repository.  The official repository is at https://github.com/libevent/libevent . NO PRS HERE PLEASE,2023-09-08T16:26:13Z
libharu,https://github.com/libharu/libharu,master,1591,libharu - free PDF library,2023-11-21T07:03:41Z
pgbackrest,https://github.com/pgbackrest/pgbackrest,main,1957,Reliable PostgreSQL Backup & Restore,2023-11-22T09:50:37Z
Superuser,https://github.com/koush/Superuser,master,1435,,2023-11-16T01:23:14Z
nanosvg,https://github.com/memononen/nanosvg,master,1532,Simple stupid SVG parser,2023-11-20T09:49:43Z
v7,https://github.com/cesanta/v7,master,1396,Embedded JavaScript engine for C/C++,2023-11-17T07:11:28Z
Watchy,https://github.com/sqfmi/Watchy,master,1663,Watchy - An Open Source E-Ink Smartwatch,2023-11-19T14:34:07Z
rtl8821ce,https://github.com/tomaspinho/rtl8821ce,master,1494,,2023-11-21T20:19:59Z
tinyhttpd,https://github.com/cbsheng/tinyhttpd,master,1582,tinyhttpd的详细注释版，十分适合入门者学习的一个项目,2023-11-22T02:47:30Z
simavr,https://github.com/buserror/simavr,master,1469,"simavr is a lean, mean and hackable AVR simulator for linux & OSX",2023-11-19T01:41:16Z
STAR,https://github.com/alexdobin/STAR,master,1617,RNA-seq aligner,2023-11-21T16:26:31Z
dyad,https://github.com/rxi/dyad,master,1426,Asynchronous networking for C ,2023-11-21T20:35:58Z
boringssl,https://github.com/google/boringssl,master,1588,Mirror of BoringSSL,2023-11-18T22:21:10Z
PEzor,https://github.com/phra/PEzor,master,1613,Open-Source Shellcode & PE Packer,2023-11-21T07:38:36Z
Hypervisor-From-Scratch,https://github.com/SinaKarvandi/Hypervisor-From-Scratch,master,1747,Source code of a multiple series of tutorials about the hypervisor. Available at: https://rayanfam.com/tutorials,2023-11-21T08:52:46Z
PetitPotam,https://github.com/topotam/PetitPotam,main,1620,PoC tool to coerce Windows hosts to authenticate to other machines via MS-EFSRPC EfsRpcOpenFileRaw or other functions.,2023-11-21T06:16:11Z
pixiewps,https://github.com/wiire-a/pixiewps,master,1451,An offline Wi-Fi Protected Setup brute-force utility,2023-11-21T20:43:39Z
blinker-esp-idf,https://github.com/blinker-iot/blinker-esp-idf,master,1920,"An IoT Solution,Blinker library for embedded hardware. Works with ESP8266, ESP32 (idf)",2023-11-22T08:19:59Z
rlua,https://github.com/amethyst/rlua,master,1603,High level Lua bindings to Rust,2023-11-22T04:52:39Z
repmgr,https://github.com/EnterpriseDB/repmgr,master,1443,A lightweight replication manager for PostgreSQL (Postgres),2023-11-22T02:28:00Z
SoftEtherVPN_Stable,https://github.com/SoftEtherVPN/SoftEtherVPN_Stable,master,1630,"Cross-platform multi-protocol VPN software. This repository is officially managed by Daiyuu Nobori, the founder of the project. Pull requests should be sent to the master repository at https://github.com/SoftEtherVPN/SoftEtherVPN.",2023-11-22T09:14:48Z
upb,https://github.com/protocolbuffers/upb,main,1480,a small protobuf implementation in C,2023-11-13T13:15:25Z
moosefs,https://github.com/moosefs/moosefs,master,1510,"MooseFS – Open Source, Petabyte, Fault-Tolerant, Highly Performing, Scalable Network Distributed File System (Software-Defined Storage)",2023-11-20T13:43:52Z
thinscript,https://github.com/evanw/thinscript,master,1352,A low-level programming language inspired by TypeScript,2023-11-19T04:26:23Z
ejdb,https://github.com/Softmotions/ejdb,master,1402,:snowboarder: EJDB2 — Embeddable JSON Database engine C library. Simple XPath like query language (JQL). Websockets / Android / iOS / React Native / Flutter / Java / Dart / Node.js bindings. Docker image.,2023-11-09T09:30:58Z
metasploit-payloads,https://github.com/rapid7/metasploit-payloads,master,1580,Unified repository for different Metasploit Framework payloads,2023-11-22T08:09:28Z
dnspod-sr,https://github.com/DNSPod/dnspod-sr,master,1352,A faster recursive dns server from DNSPod,2023-11-19T08:15:46Z
zrythm,https://github.com/zrythm/zrythm,master,1719,a highly automated and intuitive digital audio workstation - official mirror,2023-11-21T19:44:55Z
slua,https://github.com/pangweiwei/slua,master,1374,Fastest lua binding via static code generating for Unity3D and mono.,2023-11-19T02:30:42Z
blinker-nRF52,https://github.com/blinker-iot/blinker-nRF52,master,1898,Base nordic nrf5 SDK V16.0.0 and nrf5 mesh SDK V4.0.0,2023-11-22T08:19:59Z
icmpsh,https://github.com/bdamele/icmpsh,master,1483,Simple reverse ICMP shell,2023-11-20T12:43:06Z
glfw,https://github.com/go-gl/glfw,master,1454,Go bindings for GLFW 3,2023-11-16T17:13:08Z
bhook,https://github.com/bytedance/bhook,main,1784,":fire: ByteHook is an Android PLT hook library which supports armeabi-v7a, arm64-v8a, x86 and x86_64.",2023-11-21T13:45:59Z
paparazzi,https://github.com/paparazzi/paparazzi,master,1440,Paparazzi is a free and open-source hardware and software project for unmanned (air) vehicles. This is the main software repository.,2023-11-19T15:26:27Z
hcxdumptool,https://github.com/ZerBea/hcxdumptool,master,1599,Small tool to capture packets from wlan devices.,2023-11-21T18:22:42Z
injection,https://github.com/odzhan/injection,master,1638,Windows process injection methods,2023-11-21T03:38:56Z
mongrel2,https://github.com/mongrel2/mongrel2,master,1344,The Mongrel2 Web Server Project,2023-11-20T05:10:34Z
Peak,https://github.com/peng-zhihui/Peak,main,1554,Tiny Mobile Terminal Device Kit.,2023-11-22T02:45:03Z
virgo,https://github.com/henkman/virgo,master,1370,:virgo::computer::computer::computer::computer: Virtual desktops for Windows,2023-11-20T02:55:32Z
FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,main,2007,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",2023-11-21T14:52:40Z
asterisk,https://github.com/asterisk/asterisk,master,1703,The official Asterisk Project repository.,2023-11-22T10:05:06Z
almighty-dotfiles,https://github.com/addy-dclxvi/almighty-dotfiles,master,1379,A dump repository of my dotfiles since the first time I learned ricing. So everything is really messy here.,2023-11-18T10:54:22Z
nyancat,https://github.com/klange/nyancat,master,1395,"Nyancat in your terminal, rendered through ANSI escape sequences. This is the source for the Debian package `nyancat`.",2023-11-07T12:34:41Z
BlockTheSpot,https://github.com/master131/BlockTheSpot,master,1319,"Video, audio & banner adblock/skip for Spotify. This project has been superceded by SpotX: https://github.com/SpotX-CLI/SpotX-Win",2023-11-19T16:34:32Z
esp-who,https://github.com/espressif/esp-who,master,1530,Face detection and recognition framework,2023-11-22T08:08:43Z
proximac,https://github.com/csujedihy/proximac,master,1426,An open-source alternative to proxifier,2023-11-14T18:15:27Z
kernel-exploits,https://github.com/xairy/kernel-exploits,master,1390,My proof-of-concept exploits for the Linux kernel,2023-11-20T14:59:55Z
dostackbufferoverflowgood,https://github.com/justinsteven/dostackbufferoverflowgood,master,1359,,2023-11-17T06:43:36Z
Kha,https://github.com/Kode/Kha,main,1416,"Ultra-portable, high performance, open source multimedia framework.",2023-11-22T08:15:42Z
refterm,https://github.com/cmuratori/refterm,main,1452,Reference monospace terminal renderer,2023-11-20T22:27:12Z
minimap2,https://github.com/lh3/minimap2,master,1563,A versatile pairwise aligner for genomic and spliced nucleotide sequences,2023-11-22T01:45:22Z
spiffs,https://github.com/pellepl/spiffs,master,1417,Wear-leveled SPI flash file system for embedded devices,2023-11-18T16:01:44Z
bbrplus,https://github.com/cx9208/bbrplus,master,1320,编译了dog250大神的bbr修正版,2023-11-01T15:51:18Z
casync,https://github.com/systemd/casync,main,1422,Content-Addressable Data Synchronization Tool,2023-11-15T14:32:44Z
